boloname  pixelname  wafer  pair  pixel  az   el   polang   poleff   sigma_x   sigma_y   beam_theta 
10.3_61b  10.3_61  10.3  b  61  0.591413  0.790609  30.000000  1.000000  3.500000  3.500000  0.000000
10.3_62t  10.3_62  10.3  t  62  0.893954  0.116874  -104.999743  1.000000  3.500000  3.500000  0.000000
10.3_62b  10.3_62  10.3  b  62  0.893954  0.116874  -14.999991  1.000000  3.500000  3.500000  0.000000
10.3_63t  10.3_63  10.3  t  63  0.850733  0.191733  -60.000210  1.000000  3.500000  3.500000  0.000000
10.3_63b  10.3_63  10.3  b  63  0.850733  0.191733  30.000000  1.000000  3.500000  3.500000  0.000000
10.3_64t  10.3_64  10.3  t  64  0.807513  0.266593  -104.999743  1.000000  3.500000  3.500000  0.000000
10.3_64b  10.3_64  10.3  b  64  0.807513  0.266593  -14.999991  1.000000  3.500000  3.500000  0.000000
10.3_65t  10.3_65  10.3  t  65  0.764293  0.341452  -60.000210  1.000000  3.500000  3.500000  0.000000
10.3_65b  10.3_65  10.3  b  65  0.764293  0.341452  30.000000  1.000000  3.500000  3.500000  0.000000
10.3_66t  10.3_66  10.3  t  66  0.721073  0.416312  -104.999743  1.000000  3.500000  3.500000  0.000000
10.3_66b  10.3_66  10.3  b  66  0.721073  0.416312  -14.999991  1.000000  3.500000  3.500000  0.000000
10.3_67t  10.3_67  10.3  t  67  0.677853  0.491171  -60.000210  1.000000  3.500000  3.500000  0.000000
10.3_67b  10.3_67  10.3  b  67  0.677853  0.491171  30.000000  1.000000  3.500000  3.500000  0.000000
10.3_68t  10.3_68  10.3  t  68  0.634633  0.566031  -104.999743  1.000000  3.500000  3.500000  0.000000
10.3_68b  10.3_68  10.3  b  68  0.634633  0.566031  -14.999991  1.000000  3.500000  3.500000  0.000000
10.3_69t  10.3_69  10.3  t  69  0.591413  0.640890  -60.000210  1.000000  3.500000  3.500000  0.000000
10.3_69b  10.3_69  10.3  b  69  0.591413  0.640890  30.000000  1.000000  3.500000  3.500000  0.000000
10.3_70t  10.3_70  10.3  t  70  0.548193  0.715750  -104.999743  1.000000  3.500000  3.500000  0.000000
10.3_70b  10.3_70  10.3  b  70  0.548193  0.715750  -14.999991  1.000000  3.500000  3.500000  0.000000
10.3_71t  10.3_71  10.3  t  71  0.807513  0.116874  -104.999743  1.000000  3.500000  3.500000  0.000000
10.3_71b  10.3_71  10.3  b  71  0.807513  0.116874  -14.999991  1.000000  3.500000  3.500000  0.000000
10.3_72t  10.3_72  10.3  t  72  0.764293  0.191733  -60.000210  1.000000  3.500000  3.500000  0.000000
10.3_72b  10.3_72  10.3  b  72  0.764293  0.191733  30.000000  1.000000  3.500000  3.500000  0.000000
10.3_73t  10.3_73  10.3  t  73  0.721073  0.266593  -104.999743  1.000000  3.500000  3.500000  0.000000
10.3_73b  10.3_73  10.3  b  73  0.721073  0.266593  -14.999991  1.000000  3.500000  3.500000  0.000000
10.3_74t  10.3_74  10.3  t  74  0.677853  0.341452  -60.000210  1.000000  3.500000  3.500000  0.000000
10.3_74b  10.3_74  10.3  b  74  0.677853  0.341452  30.000000  1.000000  3.500000  3.500000  0.000000
10.3_75t  10.3_75  10.3  t  75  0.634633  0.416312  -104.999743  1.000000  3.500000  3.500000  0.000000
10.3_75b  10.3_75  10.3  b  75  0.634633  0.416312  -14.999991  1.000000  3.500000  3.500000  0.000000
10.3_76t  10.3_76  10.3  t  76  0.591413  0.491171  -60.000210  1.000000  3.500000  3.500000  0.000000
10.3_76b  10.3_76  10.3  b  76  0.591413  0.491171  30.000000  1.000000  3.500000  3.500000  0.000000
10.3_77t  10.3_77  10.3  t  77  0.548193  0.566031  -104.999743  1.000000  3.500000  3.500000  0.000000
10.3_77b  10.3_77  10.3  b  77  0.548193  0.566031  -14.999991  1.000000  3.500000  3.500000  0.000000
10.3_78t  10.3_78  10.3  t  78  0.504973  0.640890  -60.000210  1.000000  3.500000  3.500000  0.000000
10.3_78b  10.3_78  10.3  b  78  0.504973  0.640890  30.000000  1.000000  3.500000  3.500000  0.000000
10.3_79t  10.3_79  10.3  t  79  0.721073  0.116874  -104.999743  1.000000  3.500000  3.500000  0.000000
10.3_79b  10.3_79  10.3  b  79  0.721073  0.116874  -14.999991  1.000000  3.500000  3.500000  0.000000
10.3_80t  10.3_80  10.3  t  80  0.677853  0.191733  -60.000210  1.000000  3.500000  3.500000  0.000000
10.3_80b  10.3_80  10.3  b  80  0.677853  0.191733  30.000000  1.000000  3.500000  3.500000  0.000000
10.3_81t  10.3_81  10.3  t  81  0.634633  0.266593  -104.999743  1.000000  3.500000  3.500000  0.000000
10.3_81b  10.3_81  10.3  b  81  0.634633  0.266593  -14.999991  1.000000  3.500000  3.500000  0.000000
10.3_82t  10.3_82  10.3  t  82  0.591413  0.341452  -60.000210  1.000000  3.500000  3.500000  0.000000
10.3_82b  10.3_82  10.3  b  82  0.591413  0.341452  30.000000  1.000000  3.500000  3.500000  0.000000
10.3_83t  10.3_83  10.3  t  83  0.548193  0.416312  -104.999743  1.000000  3.500000  3.500000  0.000000
10.3_83b  10.3_83  10.3  b  83  0.548193  0.416312  -14.999991  1.000000  3.500000  3.500000  0.000000
10.3_84t  10.3_84  10.3  t  84  0.504972  0.491171  -60.000210  1.000000  3.500000  3.500000  0.000000
10.3_84b  10.3_84  10.3  b  84  0.504972  0.491171  30.000000  1.000000  3.500000  3.500000  0.000000
10.3_85t  10.3_85  10.3  t  85  0.461752  0.566031  -104.999743  1.000000  3.500000  3.500000  0.000000
10.3_85b  10.3_85  10.3  b  85  0.461752  0.566031  -14.999991  1.000000  3.500000  3.500000  0.000000
10.3_86t  10.3_86  10.3  t  86  0.634633  0.116874  -104.999743  1.000000  3.500000  3.500000  0.000000
10.3_86b  10.3_86  10.3  b  86  0.634633  0.116874  -14.999991  1.000000  3.500000  3.500000  0.000000
10.3_87t  10.3_87  10.3  t  87  0.591413  0.191733  -60.000210  1.000000  3.500000  3.500000  0.000000
10.3_87b  10.3_87  10.3  b  87  0.591413  0.191733  30.000000  1.000000  3.500000  3.500000  0.000000
10.3_88t  10.3_88  10.3  t  88  0.548193  0.266593  -104.999743  1.000000  3.500000  3.500000  0.000000
10.3_88b  10.3_88  10.3  b  88  0.548193  0.266593  -14.999991  1.000000  3.500000  3.500000  0.000000
10.3_89t  10.3_89  10.3  t  89  0.504972  0.341452  -60.000210  1.000000  3.500000  3.500000  0.000000
10.3_89b  10.3_89  10.3  b  89  0.504972  0.341452  30.000000  1.000000  3.500000  3.500000  0.000000
10.3_90t  10.3_90  10.3  t  90  0.461752  0.416312  -104.999743  1.000000  3.500000  3.500000  0.000000
10.3_90b  10.3_90  10.3  b  90  0.461752  0.416312  -14.999991  1.000000  3.500000  3.500000  0.000000
10.3_91t  10.3_91  10.3  t  91  0.418532  0.491171  -60.000210  1.000000  3.500000  3.500000  0.000000
10.3_91b  10.3_91  10.3  b  91  0.418532  0.491171  30.000000  1.000000  3.500000  3.500000  0.000000
10.5_1t  10.5_1  10.5  t  1  1.066834  -0.865469  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_1b  10.5_1  10.5  b  1  1.066834  -0.865469  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_2t  10.5_2  10.5  t  2  1.110054  -0.790609  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_2b  10.5_2  10.5  b  2  1.110054  -0.790609  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_3t  10.5_3  10.5  t  3  1.153275  -0.715750  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_3b  10.5_3  10.5  b  3  1.153275  -0.715750  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_4t  10.5_4  10.5  t  4  1.196495  -0.640890  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_4b  10.5_4  10.5  b  4  1.196495  -0.640890  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_5t  10.5_5  10.5  t  5  1.239715  -0.566031  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_5b  10.5_5  10.5  b  5  1.239715  -0.566031  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_6t  10.5_6  10.5  t  6  1.282935  -0.491171  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_6b  10.5_6  10.5  b  6  1.282935  -0.491171  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_7t  10.5_7  10.5  t  7  0.980394  -0.865469  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_7b  10.5_7  10.5  b  7  0.980394  -0.865469  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_8t  10.5_8  10.5  t  8  1.023614  -0.790609  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_8b  10.5_8  10.5  b  8  1.023614  -0.790609  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_9t  10.5_9  10.5  t  9  1.066834  -0.715750  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_9b  10.5_9  10.5  b  9  1.066834  -0.715750  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_10t  10.5_10  10.5  t  10  1.110054  -0.640890  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_10b  10.5_10  10.5  b  10  1.110054  -0.640890  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_11t  10.5_11  10.5  t  11  1.153275  -0.566031  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_11b  10.5_11  10.5  b  11  1.153275  -0.566031  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_12t  10.5_12  10.5  t  12  1.196495  -0.491171  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_12b  10.5_12  10.5  b  12  1.196495  -0.491171  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_13t  10.5_13  10.5  t  13  1.239715  -0.416312  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_13b  10.5_13  10.5  b  13  1.239715  -0.416312  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_14t  10.5_14  10.5  t  14  0.893954  -0.865469  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_14b  10.5_14  10.5  b  14  0.893954  -0.865469  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_15t  10.5_15  10.5  t  15  0.937174  -0.790609  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_15b  10.5_15  10.5  b  15  0.937174  -0.790609  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_16t  10.5_16  10.5  t  16  0.980394  -0.715750  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_16b  10.5_16  10.5  b  16  0.980394  -0.715750  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_17t  10.5_17  10.5  t  17  1.023614  -0.640890  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_17b  10.5_17  10.5  b  17  1.023614  -0.640890  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_18t  10.5_18  10.5  t  18  1.066834  -0.566031  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_18b  10.5_18  10.5  b  18  1.066834  -0.566031  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_19t  10.5_19  10.5  t  19  1.110054  -0.491171  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_19b  10.5_19  10.5  b  19  1.110054  -0.491171  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_20t  10.5_20  10.5  t  20  1.153274  -0.416312  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_20b  10.5_20  10.5  b  20  1.153274  -0.416312  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_21t  10.5_21  10.5  t  21  1.196495  -0.341452  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_21b  10.5_21  10.5  b  21  1.196495  -0.341452  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_22t  10.5_22  10.5  t  22  0.807514  -0.865468  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_22b  10.5_22  10.5  b  22  0.807514  -0.865468  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_23t  10.5_23  10.5  t  23  0.850734  -0.790609  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_23b  10.5_23  10.5  b  23  0.850734  -0.790609  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_24t  10.5_24  10.5  t  24  0.893954  -0.715750  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_24b  10.5_24  10.5  b  24  0.893954  -0.715750  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_25t  10.5_25  10.5  t  25  0.937174  -0.640890  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_25b  10.5_25  10.5  b  25  0.937174  -0.640890  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_26t  10.5_26  10.5  t  26  0.980394  -0.566031  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_26b  10.5_26  10.5  b  26  0.980394  -0.566031  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_27t  10.5_27  10.5  t  27  1.023614  -0.491171  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_27b  10.5_27  10.5  b  27  1.023614  -0.491171  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_28t  10.5_28  10.5  t  28  1.066834  -0.416312  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_28b  10.5_28  10.5  b  28  1.066834  -0.416312  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_29t  10.5_29  10.5  t  29  1.110054  -0.341452  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_29b  10.5_29  10.5  b  29  1.110054  -0.341452  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_30t  10.5_30  10.5  t  30  1.153274  -0.266593  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_30b  10.5_30  10.5  b  30  1.153274  -0.266593  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_31t  10.5_31  10.5  t  31  0.721073  -0.865468  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_31b  10.5_31  10.5  b  31  0.721073  -0.865468  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_32t  10.5_32  10.5  t  32  0.764293  -0.790609  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_32b  10.5_32  10.5  b  32  0.764293  -0.790609  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_33t  10.5_33  10.5  t  33  0.807513  -0.715750  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_33b  10.5_33  10.5  b  33  0.807513  -0.715750  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_34t  10.5_34  10.5  t  34  0.850734  -0.640890  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_34b  10.5_34  10.5  b  34  0.850734  -0.640890  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_35t  10.5_35  10.5  t  35  0.893954  -0.566031  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_35b  10.5_35  10.5  b  35  0.893954  -0.566031  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_36t  10.5_36  10.5  t  36  0.937174  -0.491171  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_36b  10.5_36  10.5  b  36  0.937174  -0.491171  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_37t  10.5_37  10.5  t  37  0.980394  -0.416312  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_37b  10.5_37  10.5  b  37  0.980394  -0.416312  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_38t  10.5_38  10.5  t  38  1.023614  -0.341452  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_38b  10.5_38  10.5  b  38  1.023614  -0.341452  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_39t  10.5_39  10.5  t  39  1.066834  -0.266593  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_39b  10.5_39  10.5  b  39  1.066834  -0.266593  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_40t  10.5_40  10.5  t  40  1.110054  -0.191734  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_40b  10.5_40  10.5  b  40  1.110054  -0.191734  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_41t  10.5_41  10.5  t  41  0.634633  -0.865468  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_41b  10.5_41  10.5  b  41  0.634633  -0.865468  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_42t  10.5_42  10.5  t  42  0.677853  -0.790609  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_42b  10.5_42  10.5  b  42  0.677853  -0.790609  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_43t  10.5_43  10.5  t  43  0.721073  -0.715750  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_43b  10.5_43  10.5  b  43  0.721073  -0.715750  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_44t  10.5_44  10.5  t  44  0.764293  -0.640890  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_44b  10.5_44  10.5  b  44  0.764293  -0.640890  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_45t  10.5_45  10.5  t  45  0.807513  -0.566031  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_45b  10.5_45  10.5  b  45  0.807513  -0.566031  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_46t  10.5_46  10.5  t  46  0.850734  -0.491171  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_46b  10.5_46  10.5  b  46  0.850734  -0.491171  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_47t  10.5_47  10.5  t  47  0.893954  -0.416312  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_47b  10.5_47  10.5  b  47  0.893954  -0.416312  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_48t  10.5_48  10.5  t  48  0.937174  -0.341452  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_48b  10.5_48  10.5  b  48  0.937174  -0.341452  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_49t  10.5_49  10.5  t  49  0.980394  -0.266593  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_49b  10.5_49  10.5  b  49  0.980394  -0.266593  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_50t  10.5_50  10.5  t  50  1.023614  -0.191734  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_50b  10.5_50  10.5  b  50  1.023614  -0.191734  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_51t  10.5_51  10.5  t  51  1.066834  -0.116874  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_51b  10.5_51  10.5  b  51  1.066834  -0.116874  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_52t  10.5_52  10.5  t  52  0.591413  -0.790609  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_52b  10.5_52  10.5  b  52  0.591413  -0.790609  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_53t  10.5_53  10.5  t  53  0.634633  -0.715750  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_53b  10.5_53  10.5  b  53  0.634633  -0.715750  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_54t  10.5_54  10.5  t  54  0.677853  -0.640890  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_54b  10.5_54  10.5  b  54  0.677853  -0.640890  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_55t  10.5_55  10.5  t  55  0.721073  -0.566031  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_55b  10.5_55  10.5  b  55  0.721073  -0.566031  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_56t  10.5_56  10.5  t  56  0.764293  -0.491171  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_56b  10.5_56  10.5  b  56  0.764293  -0.491171  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_57t  10.5_57  10.5  t  57  0.807513  -0.416312  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_57b  10.5_57  10.5  b  57  0.807513  -0.416312  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_58t  10.5_58  10.5  t  58  0.850734  -0.341452  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_58b  10.5_58  10.5  b  58  0.850734  -0.341452  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_59t  10.5_59  10.5  t  59  0.893954  -0.266593  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_59b  10.5_59  10.5  b  59  0.893954  -0.266593  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_60t  10.5_60  10.5  t  60  0.937174  -0.191733  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_60b  10.5_60  10.5  b  60  0.937174  -0.191733  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_61t  10.5_61  10.5  t  61  0.980394  -0.116874  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_61b  10.5_61  10.5  b  61  0.980394  -0.116874  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_62t  10.5_62  10.5  t  62  0.548193  -0.715750  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_62b  10.5_62  10.5  b  62  0.548193  -0.715750  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_63t  10.5_63  10.5  t  63  0.591413  -0.640890  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_63b  10.5_63  10.5  b  63  0.591413  -0.640890  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_64t  10.5_64  10.5  t  64  0.634633  -0.566031  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_64b  10.5_64  10.5  b  64  0.634633  -0.566031  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_65t  10.5_65  10.5  t  65  0.677853  -0.491171  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_65b  10.5_65  10.5  b  65  0.677853  -0.491171  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_66t  10.5_66  10.5  t  66  0.721073  -0.416312  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_66b  10.5_66  10.5  b  66  0.721073  -0.416312  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_67t  10.5_67  10.5  t  67  0.764293  -0.341452  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_67b  10.5_67  10.5  b  67  0.764293  -0.341452  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_68t  10.5_68  10.5  t  68  0.807513  -0.266593  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_68b  10.5_68  10.5  b  68  0.807513  -0.266593  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_69t  10.5_69  10.5  t  69  0.850733  -0.191733  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_69b  10.5_69  10.5  b  69  0.850733  -0.191733  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_70t  10.5_70  10.5  t  70  0.893954  -0.116874  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_70b  10.5_70  10.5  b  70  0.893954  -0.116874  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_71t  10.5_71  10.5  t  71  0.504973  -0.640890  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_71b  10.5_71  10.5  b  71  0.504973  -0.640890  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_72t  10.5_72  10.5  t  72  0.548193  -0.566031  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_72b  10.5_72  10.5  b  72  0.548193  -0.566031  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_73t  10.5_73  10.5  t  73  0.591413  -0.491171  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_73b  10.5_73  10.5  b  73  0.591413  -0.491171  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_74t  10.5_74  10.5  t  74  0.634633  -0.416312  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_74b  10.5_74  10.5  b  74  0.634633  -0.416312  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_75t  10.5_75  10.5  t  75  0.677853  -0.341452  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_75b  10.5_75  10.5  b  75  0.677853  -0.341452  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_76t  10.5_76  10.5  t  76  0.721073  -0.266593  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_76b  10.5_76  10.5  b  76  0.721073  -0.266593  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_77t  10.5_77  10.5  t  77  0.764293  -0.191733  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_77b  10.5_77  10.5  b  77  0.764293  -0.191733  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_78t  10.5_78  10.5  t  78  0.807513  -0.116874  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_78b  10.5_78  10.5  b  78  0.807513  -0.116874  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_79t  10.5_79  10.5  t  79  0.461752  -0.566031  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_79b  10.5_79  10.5  b  79  0.461752  -0.566031  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_80t  10.5_80  10.5  t  80  0.504972  -0.491171  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_80b  10.5_80  10.5  b  80  0.504972  -0.491171  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_81t  10.5_81  10.5  t  81  0.548193  -0.416312  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_81b  10.5_81  10.5  b  81  0.548193  -0.416312  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_82t  10.5_82  10.5  t  82  0.591413  -0.341452  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_82b  10.5_82  10.5  b  82  0.591413  -0.341452  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_83t  10.5_83  10.5  t  83  0.634633  -0.266593  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_83b  10.5_83  10.5  b  83  0.634633  -0.266593  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_84t  10.5_84  10.5  t  84  0.677853  -0.191733  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_84b  10.5_84  10.5  b  84  0.677853  -0.191733  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_85t  10.5_85  10.5  t  85  0.721073  -0.116874  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_85b  10.5_85  10.5  b  85  0.721073  -0.116874  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_86t  10.5_86  10.5  t  86  0.418532  -0.491171  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_86b  10.5_86  10.5  b  86  0.418532  -0.491171  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_87t  10.5_87  10.5  t  87  0.461752  -0.416312  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_87b  10.5_87  10.5  b  87  0.461752  -0.416312  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_88t  10.5_88  10.5  t  88  0.504972  -0.341452  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_88b  10.5_88  10.5  b  88  0.504972  -0.341452  -74.999991  1.000000  3.500000  3.500000  0.000000
10.5_89t  10.5_89  10.5  t  89  0.548193  -0.266593  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_89b  10.5_89  10.5  b  89  0.548193  -0.266593  -30.000000  1.000000  3.500000  3.500000  0.000000
10.5_90t  10.5_90  10.5  t  90  0.591413  -0.191733  -164.999743  1.000000  3.500000  3.500000  0.000000
10.5_90b  10.5_90  10.5  b  90  0.591413  -0.191733  -74.999991  1.000000  3.500000  3.500000  0.000000
