boloname  pixelname  wafer  pair  pixel  az   el   polang   poleff   sigma_x   sigma_y   beam_theta 
8.2.0_54b  8.2.0_54  8.2.0  b  54  -0.677853  0.640890  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_55t  8.2.0_55  8.2.0  t  55  -0.721073  0.566031  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_55b  8.2.0_55  8.2.0  b  55  -0.721073  0.566031  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_56t  8.2.0_56  8.2.0  t  56  -0.764293  0.491171  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_56b  8.2.0_56  8.2.0  b  56  -0.764293  0.491171  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_57t  8.2.0_57  8.2.0  t  57  -0.807513  0.416312  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_57b  8.2.0_57  8.2.0  b  57  -0.807513  0.416312  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_58t  8.2.0_58  8.2.0  t  58  -0.850734  0.341452  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_58b  8.2.0_58  8.2.0  b  58  -0.850734  0.341452  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_59t  8.2.0_59  8.2.0  t  59  -0.893954  0.266593  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_59b  8.2.0_59  8.2.0  b  59  -0.893954  0.266593  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_60t  8.2.0_60  8.2.0  t  60  -0.937174  0.191733  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_60b  8.2.0_60  8.2.0  b  60  -0.937174  0.191733  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_61t  8.2.0_61  8.2.0  t  61  -0.980394  0.116874  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_61b  8.2.0_61  8.2.0  b  61  -0.980394  0.116874  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_62t  8.2.0_62  8.2.0  t  62  -0.548193  0.715750  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_62b  8.2.0_62  8.2.0  b  62  -0.548193  0.715750  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_63t  8.2.0_63  8.2.0  t  63  -0.591413  0.640890  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_63b  8.2.0_63  8.2.0  b  63  -0.591413  0.640890  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_64t  8.2.0_64  8.2.0  t  64  -0.634633  0.566031  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_64b  8.2.0_64  8.2.0  b  64  -0.634633  0.566031  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_65t  8.2.0_65  8.2.0  t  65  -0.677853  0.491171  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_65b  8.2.0_65  8.2.0  b  65  -0.677853  0.491171  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_66t  8.2.0_66  8.2.0  t  66  -0.721073  0.416312  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_66b  8.2.0_66  8.2.0  b  66  -0.721073  0.416312  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_67t  8.2.0_67  8.2.0  t  67  -0.764293  0.341452  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_67b  8.2.0_67  8.2.0  b  67  -0.764293  0.341452  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_68t  8.2.0_68  8.2.0  t  68  -0.807513  0.266593  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_68b  8.2.0_68  8.2.0  b  68  -0.807513  0.266593  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_69t  8.2.0_69  8.2.0  t  69  -0.850733  0.191733  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_69b  8.2.0_69  8.2.0  b  69  -0.850733  0.191733  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_70t  8.2.0_70  8.2.0  t  70  -0.893954  0.116874  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_70b  8.2.0_70  8.2.0  b  70  -0.893954  0.116874  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_71t  8.2.0_71  8.2.0  t  71  -0.504973  0.640890  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_71b  8.2.0_71  8.2.0  b  71  -0.504973  0.640890  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_72t  8.2.0_72  8.2.0  t  72  -0.548193  0.566031  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_72b  8.2.0_72  8.2.0  b  72  -0.548193  0.566031  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_73t  8.2.0_73  8.2.0  t  73  -0.591413  0.491171  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_73b  8.2.0_73  8.2.0  b  73  -0.591413  0.491171  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_74t  8.2.0_74  8.2.0  t  74  -0.634633  0.416312  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_74b  8.2.0_74  8.2.0  b  74  -0.634633  0.416312  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_75t  8.2.0_75  8.2.0  t  75  -0.677853  0.341452  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_75b  8.2.0_75  8.2.0  b  75  -0.677853  0.341452  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_76t  8.2.0_76  8.2.0  t  76  -0.721073  0.266593  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_76b  8.2.0_76  8.2.0  b  76  -0.721073  0.266593  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_77t  8.2.0_77  8.2.0  t  77  -0.764293  0.191733  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_77b  8.2.0_77  8.2.0  b  77  -0.764293  0.191733  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_78t  8.2.0_78  8.2.0  t  78  -0.807513  0.116874  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_78b  8.2.0_78  8.2.0  b  78  -0.807513  0.116874  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_79t  8.2.0_79  8.2.0  t  79  -0.461752  0.566031  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_79b  8.2.0_79  8.2.0  b  79  -0.461752  0.566031  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_80t  8.2.0_80  8.2.0  t  80  -0.504972  0.491171  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_80b  8.2.0_80  8.2.0  b  80  -0.504972  0.491171  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_81t  8.2.0_81  8.2.0  t  81  -0.548193  0.416312  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_81b  8.2.0_81  8.2.0  b  81  -0.548193  0.416312  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_82t  8.2.0_82  8.2.0  t  82  -0.591413  0.341452  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_82b  8.2.0_82  8.2.0  b  82  -0.591413  0.341452  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_83t  8.2.0_83  8.2.0  t  83  -0.634633  0.266593  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_83b  8.2.0_83  8.2.0  b  83  -0.634633  0.266593  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_84t  8.2.0_84  8.2.0  t  84  -0.677853  0.191733  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_84b  8.2.0_84  8.2.0  b  84  -0.677853  0.191733  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_85t  8.2.0_85  8.2.0  t  85  -0.721073  0.116874  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_85b  8.2.0_85  8.2.0  b  85  -0.721073  0.116874  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_86t  8.2.0_86  8.2.0  t  86  -0.418532  0.491171  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_86b  8.2.0_86  8.2.0  b  86  -0.418532  0.491171  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_87t  8.2.0_87  8.2.0  t  87  -0.461752  0.416312  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_87b  8.2.0_87  8.2.0  b  87  -0.461752  0.416312  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_88t  8.2.0_88  8.2.0  t  88  -0.504972  0.341452  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_88b  8.2.0_88  8.2.0  b  88  -0.504972  0.341452  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_89t  8.2.0_89  8.2.0  t  89  -0.548193  0.266593  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_89b  8.2.0_89  8.2.0  b  89  -0.548193  0.266593  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_90t  8.2.0_90  8.2.0  t  90  -0.591413  0.191733  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_90b  8.2.0_90  8.2.0  b  90  -0.591413  0.191733  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_91t  8.2.0_91  8.2.0  t  91  -0.634633  0.116874  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_91b  8.2.0_91  8.2.0  b  91  -0.634633  0.116874  150.000000  1.000000  3.500000  3.500000  0.000000
